,mainGrid,otherGrids,hourOfDay
2675,216.3,198.0,11
2676,210.3,198.0,12
2677,188.2,178.0,13
2678,174.4,164.0,14
2679,171.4,159.0,15
2680,170.7,159.0,16
2681,174.5,165.0,17
2682,175.4,169.0,18
2683,187.5,177.0,19
2684,184.5,178.0,20
2685,195.5,179.0,21
2686,179.7,166.0,22
2687,163.5,148.0,23
2688,148.5,134.0,0
2689,138.0,123.0,1
2690,131.5,115.0,2
2691,124.0,108.0,3
2692,119.0,105.0,4
2693,120.5,108.0,5
2694,120.7,111.0,6
2695,120.7,106.0,7
2696,133.2,116.0,8
2697,149.2,140.0,9
2698,159.2,146.0,10
2699,170.7,149.0,11
2700,170.2,144.0,12
2701,161.2,140.0,13
2702,149.3,126.0,14
2703,149.2,135.0,15
2704,143.7,128.0,16
2705,148.7,131.0,17
2706,150.7,133.0,18
2707,162.7,146.0,19
2708,170.3,156.0,20
2709,184.3,170.0,21
2710,170.2,154.0,22
2711,180.2,147.0,23
2712,148.8,133.0,0
2713,134.6,114.0,1
2714,126.1,108.0,2
2715,121.0,101.0,3
2716,123.9,100.0,4
2717,124.3,106.0,5
2718,144.3,118.0,6
2719,157.3,137.0,7
2720,195.8,179.0,8
2721,220.8,203.0,9
2722,233.3,214.0,10
2723,229.3,209.0,11
2724,223.3,206.0,12
2725,209.3,189.0,13
2726,198.3,182.0,14
2727,203.3,189.0,15
2728,212.8,193.0,16
2729,208.8,183.0,17
2730,205.8,180.0,18
2731,205.5,182.0,19
2732,194.8,180.0,20
2733,208.8,185.0,21
2734,183.9,169.0,22
2735,164.9,151.0,23
2736,149.9,128.0,0
2737,136.3,119.0,1
2738,128.3,110.0,2
2739,120.2,104.0,3
2740,120.0,105.0,4
2741,124.5,106.0,5
2742,129.0,107.0,6
2743,121.5,97.0,7
2744,133.4,115.0,8
2745,153.0,132.0,9
2746,169.7,148.0,10
2747,165.1,155.0,11
2748,173.9,152.0,12
2749,159.3,148.0,13
2750,154.3,130.0,14
2751,147.3,128.0,15
2752,144.3,124.0,16
2753,143.3,124.0,17
2754,144.3,125.0,18
2755,156.3,135.0,19
2756,170.3,147.0,20
2757,188.3,175.0,21
2758,170.3,163.0,22
2759,160.8,148.0,23
2760,150.2,134.0,0
2761,134.7,120.0,1
2762,125.0,110.0,2
2763,118.0,104.0,3
2764,122.0,103.0,4
2765,127.5,115.0,5
2766,143.5,128.0,6
2767,170.4,155.0,7
2768,224.4,212.0,8
2769,251.4,236.0,9
2770,257.4,242.0,10
2771,253.3,236.0,11
2772,245.6,228.0,12
2773,227.4,207.0,13
2774,227.4,211.0,14
2775,234.4,216.0,15
2776,231.4,212.0,16
2777,213.9,198.0,17
2778,210.9,190.0,18
2779,211.9,190.0,19
2780,211.9,189.0,20
2781,224.9,204.0,21
2782,197.9,184.0,22
2783,187.4,173.0,23
2784,162.0,147.0,0
2785,146.5,134.0,1
2786,138.0,124.0,2
2787,137.0,123.0,3
2788,132.5,120.0,4
2789,140.0,124.0,5
2790,149.0,139.0,6
2791,178.4,164.0,7
2792,218.4,205.0,8
2793,250.4,229.0,9
2794,248.4,230.0,10
2795,244.4,226.0,11
2796,232.9,218.0,12
2797,223.9,201.0,13
2798,212.4,204.0,14
2799,219.6,207.0,15
2800,210.6,207.0,16
2801,213.4,197.0,17
2802,211.4,192.0,18
2803,217.4,199.0,19
2804,210.3,187.0,20
2805,221.3,198.0,21
2806,198.3,181.0,22
2807,187.8,173.0,23
2808,171.3,150.0,0
2809,153.3,136.0,1
2810,140.3,126.0,2
2811,130.3,114.0,3
2812,133.3,117.0,4
2813,142.3,127.0,5
2814,153.3,131.0,6
2815,174.3,152.0,7
2816,223.8,203.0,8
2817,245.8,227.0,9
2818,247.3,232.0,10
2819,242.8,222.0,11
2820,211.3,216.0,12
2821,211.8,194.0,13
2822,219.1,196.0,14
2823,220.6,210.0,15
2824,227.6,204.0,16
2825,210.3,193.0,17
2826,203.3,193.0,18
2827,193.3,180.0,19
2828,194.3,175.0,20
2829,216.3,198.0,21
2830,192.3,181.0,22
2831,186.3,173.0,23
2832,165.3,152.0,0
2833,145.4,135.0,1
2834,135.4,122.0,2
2835,129.4,116.0,3
2836,127.4,111.0,4
2837,129.3,115.0,5
2838,145.8,126.0,6
2839,157.8,153.0,7
2840,173.8,164.0,8
2841,199.8,186.0,9
2842,202.8,186.0,10
2843,193.3,180.0,11
2844,177.3,167.0,12
2845,158.3,153.0,13
2846,159.3,143.0,14
2847,157.8,142.0,15
2848,160.8,140.0,16
2849,154.8,138.0,17
2850,148.3,136.0,18
2851,161.3,141.0,19
2852,185.3,170.0,20
2853,183.3,169.0,21
2854,167.3,152.0,22
2855,158.3,142.0,23
2856,152.5,129.0,0
2857,131.5,116.0,1
2858,122.5,107.0,2
2859,119.5,108.0,3
2860,114.5,101.0,4
2861,120.5,104.0,5
2862,117.5,110.0,6
2863,112.5,99.0,7
2864,121.5,103.0,8
2865,143.6,128.0,9
2866,156.6,138.0,10
2867,161.7,140.0,11
2868,158.7,138.0,12
2869,144.7,130.0,13
2870,140.7,127.0,14
2871,136.7,132.0,15
2872,130.7,112.0,16
2873,128.7,110.0,17
2874,127.7,112.0,18
2875,132.7,118.0,19
2876,152.7,136.0,20
2877,172.7,154.0,21
2878,161.6,148.0,22
2879,159.6,141.0,23
2880,141.6,124.0,0
2881,127.5,117.0,1
2882,122.5,106.0,2
2883,113.5,104.0,3
2884,113.0,103.0,4
2885,113.0,100.0,5
2886,114.0,106.0,6
2887,121.0,97.0,7
2888,122.5,107.0,8
2889,142.5,125.0,9
2890,155.5,138.0,10
2891,154.5,137.0,11
2892,150.5,137.0,12
2893,142.5,124.0,13
2894,133.5,121.0,14
2895,129.0,112.0,15
2896,125.1,109.0,16
2897,121.0,107.0,17
2898,123.0,107.0,18
2899,135.0,118.0,19
2900,142.0,125.0,20
2901,175.0,156.0,21
2902,165.2,149.0,22
2903,157.3,140.0,23
2904,138.3,125.0,0
2905,126.8,113.0,1
2906,118.3,110.0,2
2907,115.8,101.0,3
2908,116.7,98.0,4
2909,125.2,107.0,5
2910,140.2,124.0,6
2911,164.2,146.0,7
2912,206.7,192.0,8
2913,227.7,211.0,9
2914,237.7,222.0,10
2915,228.7,214.0,11
2916,219.7,205.0,12
2917,204.7,189.0,13
2918,208.7,195.0,14
2919,213.2,198.0,15
2920,214.2,198.0,16
2921,204.2,188.0,17
2922,196.2,176.0,18
2923,195.2,177.0,19
2924,186.3,169.0,20
2925,215.2,199.0,21
2926,199.2,189.0,22
2927,183.1,169.0,23
2928,162.1,148.0,0
2929,154.3,141.0,1
2930,145.3,131.0,2
2931,134.3,121.0,3
2932,138.3,121.0,4
2933,130.3,118.0,5
2934,142.3,129.0,6
2935,166.3,146.0,7
2936,207.3,190.0,8
2937,230.3,214.0,9
2938,232.8,216.0,10
2939,227.8,213.0,11
2940,220.8,204.0,12
2941,208.8,185.0,13
2942,208.8,193.0,14
2943,207.8,189.0,15
2944,209.8,197.0,16
2945,200.8,184.0,17
2946,192.8,175.0,18
2947,190.8,174.0,19
2948,184.8,168.0,20
2949,209.8,193.0,21
2950,191.8,177.0,22
2951,186.8,170.0,23
2952,161.7,149.0,0
2953,146.7,131.0,1
2954,134.7,119.0,2
2955,128.7,113.0,3
2956,128.7,113.0,4
2957,130.7,120.0,5
2958,140.7,129.0,6
2959,159.7,145.0,7
2960,204.7,187.0,8
2961,228.7,213.0,9
2962,228.7,216.0,10
2963,224.7,209.0,11
2964,203.7,202.0,12
2965,200.7,185.0,13
2966,201.7,188.0,14
2967,214.7,190.0,15
2968,209.7,189.0,16
2969,201.7,185.0,17
2970,193.8,177.0,18
2971,191.8,174.0,19
2972,181.8,165.0,20
2973,206.8,192.0,21
2974,190.8,175.0,22
2975,181.8,168.0,23
2976,162.9,149.0,0
2977,146.9,132.0,1
2978,137.9,123.0,2
2979,129.8,114.0,3
2980,126.8,112.0,4
2981,130.8,116.0,5
2982,139.8,127.0,6
2983,157.8,143.0,7
2984,197.8,184.0,8
2985,226.8,211.0,9
2986,222.8,213.0,10
2987,220.8,210.0,11
2988,215.8,199.0,12
2989,202.8,186.0,13
2990,204.8,196.0,14
2991,212.8,196.0,15
2992,202.7,196.0,16
2993,198.7,192.0,17
2994,190.7,177.0,18
2995,189.7,171.0,19
2996,187.7,163.0,20
2997,206.7,184.0,21
2998,187.7,169.0,22
2999,181.7,165.0,23
3000,161.8,145.0,0
3001,150.8,136.0,1
3002,133.8,118.0,2
3003,133.8,114.0,3
3004,137.8,121.0,4
3005,127.8,109.0,5
3006,128.8,117.0,6
3007,120.8,119.0,7
3008,161.8,158.0,8
3009,184.8,178.0,9
3010,186.8,179.0,10
3011,181.8,171.0,11
3012,174.8,161.0,12
3013,157.8,148.0,13
3014,147.8,137.0,14
3015,150.8,138.0,15
3016,148.8,137.0,16
3017,146.8,137.0,17
3018,144.8,139.0,18
3019,145.8,143.0,19
3020,149.8,141.0,20
3021,169.7,150.0,21
3022,171.7,153.0,22
3023,155.7,146.0,23
3024,141.7,131.0,0
3025,129.9,124.0,1
3026,119.9,109.0,2
3027,111.8,105.0,3
3028,111.8,101.0,4
3029,110.8,101.0,5
3030,115.9,107.0,6
3031,98.9,88.0,7
3032,115.9,105.0,8
3033,132.9,123.0,9
3034,143.9,132.0,10
3035,143.9,134.0,11
3036,138.9,130.0,12
3037,133.9,127.0,13
3038,128.9,119.0,14
3039,123.9,115.0,15
3040,117.9,112.0,16
3041,117.9,112.0,17
3042,118.9,112.0,18
3043,124.9,116.0,19
3044,136.9,135.0,20
3045,167.9,164.0,21
3046,163.9,158.0,22
3047,156.9,147.0,23
3048,135.9,136.0,0
3049,129.1,116.0,1
3050,121.1,105.0,2
3051,115.1,99.0,3
3052,114.1,102.0,4
3053,119.1,107.0,5
3054,127.3,120.0,6
3055,151.3,138.0,7
3056,199.3,186.0,8
3057,217.3,208.0,9
3058,219.3,207.0,10
3059,215.3,206.0,11
3060,208.9,191.0,12
3061,196.9,186.0,13
3062,203.2,191.0,14
3063,200.2,191.0,15
3064,207.2,196.0,16
3065,201.2,186.0,17
3066,190.2,177.0,18
3067,188.2,171.0,19
3068,180.2,167.0,20
3069,208.2,194.0,21
3070,191.3,179.0,22
3071,174.3,169.0,23
3072,142.3,149.0,0
3073,141.2,130.0,1
3074,134.2,128.0,2
3075,130.2,123.0,3
3076,129.2,115.0,4
3077,127.2,117.0,5
3078,136.2,127.0,6
3079,156.2,145.0,7
3080,202.2,194.0,8
3081,217.2,207.0,9
3082,225.8,216.0,10
3083,223.8,219.0,11
3084,213.8,206.0,12
3085,201.3,187.0,13
3086,217.6,193.0,14
3087,215.7,202.0,15
3088,213.7,197.0,16
3089,202.6,186.0,17
3090,197.6,185.0,18
3091,191.6,178.0,19
3092,182.6,168.0,20
3093,203.8,191.0,21
3094,190.8,184.0,22
3095,186.8,177.0,23
3096,140.8,157.0,0
3097,143.6,133.0,1
3098,131.6,124.0,2
3099,122.6,119.0,3
3100,129.6,122.0,4
3101,130.6,121.0,5
3102,140.6,129.0,6
3103,154.6,142.0,7
3104,197.6,187.0,8
3105,222.6,211.0,9
3106,226.7,218.0,10
3107,227.7,223.0,11
3108,218.7,212.0,12
3109,202.7,194.0,13
3110,208.7,203.0,14
3111,210.7,203.0,15
3112,208.5,198.0,16
3113,189.7,187.0,17
3114,190.5,180.0,18
3115,193.5,180.0,19
3116,181.5,171.0,20
3117,202.5,195.0,21
3118,188.5,182.0,22
3119,177.5,169.0,23
3120,160.7,147.0,0
3121,145.7,136.0,1
3122,130.6,118.0,2
3123,125.6,119.0,3
3124,127.6,119.0,4
3125,125.6,117.0,5
3126,131.6,126.0,6
3127,161.6,145.0,7
3128,203.6,190.0,8
3129,224.6,212.0,9
3130,229.6,221.0,10
3131,227.6,219.0,11
3132,221.6,214.0,12
3133,212.6,203.0,13
3134,213.6,203.0,14
3135,219.6,208.0,15
3136,215.6,213.0,16
3137,204.6,196.0,17
3138,202.6,194.0,18
3139,206.6,190.0,19
3140,196.6,182.0,20
3141,193.6,188.0,21
3142,184.6,173.0,22
3143,175.6,168.0,23
3144,150.6,142.0,0
3145,134.6,128.0,1
3146,133.5,124.0,2
3147,121.5,109.0,3
3148,127.5,114.0,4
3149,126.5,119.0,5
3150,140.5,127.0,6
3151,164.6,153.0,7
3152,209.6,197.0,8
3153,234.5,222.0,9
3154,234.5,226.0,10
3155,230.5,220.0,11
3156,207.5,211.0,12
3157,210.5,204.0,13
3158,215.5,206.0,14
3159,207.5,199.0,15
3160,211.5,198.0,16
3161,205.5,193.0,17
3162,199.5,186.0,18
3163,196.5,184.0,19
3164,193.5,180.0,20
3165,203.5,189.0,21
3166,183.5,173.0,22
3167,177.5,168.0,23
3168,157.3,149.0,0
3169,138.4,129.0,1
3170,131.4,127.0,2
3171,128.4,121.0,3
3172,118.4,110.0,4
3173,120.3,110.0,5
3174,125.3,118.0,6
3175,132.3,121.0,7
3176,170.3,157.0,8
3177,186.3,177.0,9
3178,193.3,187.0,10
3179,191.3,184.0,11
3180,179.3,172.0,12
3181,164.2,155.0,13
3182,156.3,145.0,14
3183,156.3,141.0,15
3184,152.3,142.0,16
3185,155.1,139.0,17
3186,151.0,136.0,18
3187,157.0,147.0,19
3188,159.0,145.0,20
3189,177.0,161.0,21
3190,167.0,156.0,22
3191,153.0,144.0,23
3192,145.2,127.0,0
3193,127.2,115.0,1
3194,117.2,106.0,2
3195,111.2,99.0,3
3196,109.2,98.0,4
3197,106.2,97.0,5
3198,108.2,101.0,6
3199,96.2,92.0,7
3200,111.2,106.0,8
3201,126.2,122.0,9
3202,142.2,131.0,10
3203,145.2,137.0,11
3204,149.2,139.0,12
3205,134.4,123.0,13
3206,130.5,116.0,14
3207,126.5,117.0,15
3208,126.3,118.0,16
3209,121.3,108.0,17
3210,116.3,106.0,18
3211,123.3,111.0,19
3212,133.3,124.0,20
3213,147.3,138.0,21
3214,165.3,152.0,22
3215,158.3,146.0,23
3216,144.4,131.0,0
3217,127.4,117.0,1
3218,116.4,101.0,2
3219,109.4,99.0,3
3220,107.4,98.0,4
3221,112.4,102.0,5
3222,122.2,109.0,6
3223,154.2,140.0,7
3224,203.2,186.0,8
3225,233.2,215.0,9
3226,236.2,226.0,10
3227,228.2,217.0,11
3228,226.2,217.0,12
3229,214.3,202.0,13
3230,206.4,201.0,14
3231,209.4,199.0,15
3232,218.0,201.0,16
3233,212.6,203.0,17
3234,214.6,203.0,18
3235,211.3,199.0,19
3236,200.3,191.0,20
3237,208.3,199.0,21
3238,191.3,177.0,22
3239,176.3,170.0,23
3240,157.2,153.0,0
3241,145.4,140.0,1
3242,130.4,124.0,2
3243,127.4,120.0,3
3244,123.4,115.0,4
3245,131.4,124.0,5
3246,138.4,128.0,6
3247,191.4,155.0,7
3248,210.4,199.0,8
3249,249.4,240.0,9
3250,242.4,234.0,10
3251,236.4,227.0,11
3252,240.4,218.0,12
3253,208.4,201.0,13
3254,212.4,204.0,14
3255,215.4,209.0,15
3256,212.4,192.0,16
3257,217.4,212.0,17
3258,224.4,202.0,18
3259,221.4,205.0,19
3260,208.4,196.0,20
3261,218.4,201.0,21
3262,191.4,186.0,22
3263,189.4,173.0,23
3264,162.5,152.0,0
3265,147.4,141.0,1
3266,141.4,117.0,2
3267,124.4,124.0,3
3268,119.3,122.0,4
3269,121.3,116.0,5
3270,150.8,132.0,6
3271,163.3,151.0,7
3272,213.3,207.0,8
3273,237.3,228.0,9
3274,239.3,224.0,10
3275,237.3,223.0,11
3276,235.3,205.0,12
3277,216.3,199.0,13
3278,207.3,203.0,14
3279,215.3,197.0,15
3280,218.3,196.0,16
3281,195.3,187.0,17
3282,189.3,178.0,18
3283,187.3,174.0,19
3284,191.3,171.0,20
3285,206.3,191.0,21
3286,189.3,178.0,22
3287,179.3,175.0,23
3288,145.3,156.0,0
3289,132.9,128.0,1
3290,132.1,125.0,2
3291,129.3,125.0,3
3292,127.3,123.0,4
3293,127.3,125.0,5
3294,124.0,123.0,6
3295,161.5,150.0,7
3296,211.2,193.0,8
3297,237.5,221.0,9
3298,238.5,228.0,10
3299,234.7,229.0,11
3300,231.5,221.0,12
3301,215.5,207.0,13
3302,212.5,209.0,14
3303,219.5,209.0,15
3304,236.0,234.0,16
3305,225.5,211.0,17
3306,209.5,204.0,18
3307,203.5,195.0,19
3308,194.5,181.0,20
3309,214.5,192.0,21
3310,195.2,192.0,22
3311,182.2,176.0,23
3312,156.4,150.0,0
3313,141.4,135.0,1
3314,127.4,121.0,2
3315,119.4,115.0,3
3316,116.9,114.0,4
3317,114.9,111.0,5
3318,125.1,111.0,6
3319,163.9,149.0,7
3320,214.9,203.0,8
3321,234.9,229.0,9
3322,234.1,227.0,10
3323,230.6,227.0,11
3324,220.1,217.0,12
3325,209.1,197.0,13
3326,205.1,203.0,14
3327,208.5,201.0,15
3328,202.6,199.0,16
3329,196.4,193.0,17
3330,188.4,184.0,18
3331,188.4,181.0,19
3332,175.4,168.0,20
3333,185.4,177.0,21
3334,183.4,182.0,22
3335,181.4,175.0,23
3336,161.4,155.0,0
3337,143.4,139.0,1
3338,130.4,125.0,2
3339,128.4,125.0,3
3340,120.4,116.0,4
3341,123.4,121.0,5
3342,118.2,115.0,6
3343,134.2,123.0,7
3344,170.4,162.0,8
3345,201.4,187.0,9
3346,193.4,184.0,10
3347,189.4,179.0,11
3348,174.2,168.0,12
3349,161.2,154.0,13
3350,154.2,144.0,14
3351,146.2,143.0,15
3352,152.2,146.0,16
3353,145.2,137.0,17
3354,149.2,144.0,18
3355,149.2,143.0,19
3356,151.2,141.0,20
3357,155.2,148.0,21
3358,155.2,157.0,22
3359,152.4,145.0,23
3360,137.3,134.0,0
3361,129.3,119.0,1
3362,106.3,101.0,2
3363,103.3,101.0,3
3364,107.3,100.0,4
3365,104.1,102.0,5
3366,94.1,92.0,6
3367,87.1,88.0,7
3368,109.1,104.0,8
3369,130.1,120.0,9
3370,145.1,135.0,10
3371,144.9,134.0,11
3372,141.9,132.0,12
3373,129.9,123.0,13
3374,123.9,114.0,14
3375,110.9,116.0,15
3376,113.9,116.0,16
3377,112.9,111.0,17
3378,113.9,110.0,18
3379,121.9,119.0,19
3380,124.9,120.0,20
3381,143.9,135.0,21
3382,161.9,156.0,22
3383,157.1,150.0,23
3384,136.6,130.0,0
3385,123.6,114.0,1
3386,110.6,103.0,2
3387,110.6,103.0,3
3388,107.6,102.0,4
3389,112.6,106.0,5
3390,113.6,106.0,6
3391,156.6,143.0,7
3392,187.6,190.0,8
3393,214.6,208.0,9
3394,218.8,213.0,10
3395,220.6,203.0,11
3396,209.0,204.0,12
3397,196.5,191.0,13
3398,200.4,188.0,14
3399,202.5,195.0,15
3400,201.5,195.0,16
3401,189.5,182.0,17
3402,183.5,176.0,18
3403,179.6,168.0,19
3404,175.6,165.0,20
3405,179.6,170.0,21
3406,177.6,174.0,22
3407,169.6,165.0,23
3408,147.8,137.0,0
3409,134.8,124.0,1
3410,127.8,118.0,2
3411,117.8,111.0,3
3412,124.8,112.0,4
3413,123.8,114.0,5
3414,117.8,111.0,6
3415,169.8,175.0,7
3416,201.8,193.0,8
3417,219.8,206.0,9
3418,224.8,215.0,10
3419,216.8,207.0,11
3420,211.8,202.0,12
3421,202.8,191.0,13
3422,207.8,199.0,14
3423,207.8,201.0,15
3424,205.7,199.0,16
3425,200.7,188.0,17
3426,191.7,182.0,18
3427,193.6,183.0,19
3428,182.6,172.0,20
3429,191.6,188.0,21
3430,185.6,177.0,22
3431,167.8,161.0,23
3432,155.9,150.0,0
3433,144.1,137.0,1
3434,129.1,127.0,2
3435,127.1,124.0,3
3436,128.1,122.0,4
3437,122.1,117.0,5
3438,128.1,119.0,6
3439,152.1,144.0,7
3440,197.1,194.0,8
3441,222.1,211.0,9
3442,227.1,218.0,10
3443,225.1,215.0,11
3444,215.1,203.0,12
3445,206.1,194.0,13
3446,207.1,196.0,14
3447,204.1,194.0,15
3448,207.1,199.0,16
3449,201.6,189.0,17
3450,190.1,179.0,18
3451,189.1,181.0,19
3452,183.1,172.0,20
3453,192.1,174.0,21
3454,191.1,178.0,22
3455,175.1,165.0,23
3456,157.9,140.0,0
3457,148.6,136.0,1
3458,128.6,122.0,2
3459,134.6,126.0,3
3460,123.6,116.0,4
3461,121.6,118.0,5
3462,120.6,116.0,6
3463,160.6,116.0,7
3464,194.6,187.0,8
3465,220.6,216.0,9
3466,221.6,216.0,10
3467,220.6,214.0,11
3468,217.6,206.0,12
3469,200.6,193.0,13
3470,202.6,191.0,14
3471,207.6,199.0,15
3472,213.6,207.0,16
3473,209.6,201.0,17
3474,181.6,193.0,18
3475,174.6,186.0,19
3476,186.6,175.0,20
3477,191.8,179.0,21
3478,183.8,176.0,22
3479,179.8,173.0,23
3480,157.8,153.0,0
3481,136.3,130.0,1
3482,130.3,123.0,2
3483,122.3,113.0,3
3484,121.3,112.0,4
3485,118.3,117.0,5
3486,131.5,131.0,6
3487,167.5,156.0,7
3488,216.6,201.0,8
3489,254.6,237.0,9
3490,256.6,240.0,10
3491,247.6,234.0,11
3492,243.6,228.0,12
3493,223.6,214.0,13
3494,223.5,211.0,14
3495,221.5,210.0,15
3496,214.5,201.0,16
3497,208.6,197.0,17
3498,201.5,188.0,18
3499,200.6,186.0,19
3500,193.6,180.0,20
3501,205.5,198.0,21
3502,185.5,179.0,22
3503,169.5,162.0,23
3504,144.5,155.0,0
3505,148.4,136.0,1
3506,134.4,125.0,2
3507,134.4,123.0,3
3508,133.5,123.0,4
3509,123.5,114.0,5
3510,118.5,104.0,6
3511,133.3,124.0,7
3512,164.1,158.0,8
3513,184.1,179.0,9
3514,192.1,189.0,10
3515,187.1,183.0,11
3516,180.1,174.0,12
3517,164.1,156.0,13
3518,155.8,140.0,14
3519,152.9,146.0,15
3520,153.9,145.0,16
3521,152.9,150.0,17
3522,148.9,140.0,18
3523,152.8,143.0,19
3524,151.7,148.0,20
3525,156.7,147.0,21
3526,163.7,157.0,22
3527,155.7,145.0,23
3528,145.7,127.0,0
3529,131.6,120.0,1
3530,122.6,112.0,2
3531,113.6,108.0,3
3532,111.6,104.0,4
3533,109.6,102.0,5
3534,93.6,91.0,6
3535,97.6,90.0,7
3536,142.6,109.0,8
3537,135.6,129.0,9
3538,146.6,136.0,10
3539,145.6,140.0,11
3540,146.6,136.0,12
3541,138.6,127.0,13
3542,134.6,128.0,14
3543,135.6,125.0,15
3544,124.6,115.0,16
3545,121.6,113.0,17
3546,120.6,111.0,18
3547,119.6,113.0,19
3548,132.6,126.0,20
3549,140.6,131.0,21
3550,161.6,154.0,22
3551,161.6,152.0,23
3552,141.6,132.0,0
3553,124.6,116.0,1
3554,120.7,106.0,2
3555,118.7,107.0,3
3556,112.7,104.0,4
3557,116.7,109.0,5
3558,118.7,108.0,6
3559,152.7,135.0,7
3560,195.7,180.0,8
3561,220.7,217.0,9
3562,229.7,217.0,10
3563,228.7,208.0,11
3564,219.7,206.0,12
3565,207.7,189.0,13
3566,219.7,197.0,14
3567,214.7,199.0,15
3568,212.7,201.0,16
3569,205.7,189.0,17
3570,206.7,187.0,18
3571,208.7,189.0,19
3572,189.7,183.0,20
3573,191.7,191.0,21
3574,192.7,190.0,22
3575,184.7,174.0,23
3576,156.7,145.0,0
3577,151.7,134.0,1
3578,132.7,121.0,2
3579,128.7,120.0,3
3580,126.7,114.0,4
3581,130.7,118.0,5
3582,129.7,117.0,6
3583,159.5,137.0,7
3584,199.2,176.0,8
3585,224.2,209.0,9
3586,232.2,212.0,10
3587,230.2,210.0,11
3588,223.2,207.0,12
3589,209.2,189.0,13
3590,218.2,205.0,14
3591,223.1,206.0,15
3592,229.1,216.0,16
3593,225.1,213.0,17
3594,211.1,193.0,18
3595,201.1,185.0,19
3596,197.9,184.0,20
3597,205.9,195.0,21
3598,188.7,179.0,22
3599,185.7,166.0,23
3600,167.1,158.0,0
3601,140.1,132.0,1
3602,136.1,116.0,2
3603,133.1,117.0,3
3604,132.1,120.0,4
3605,147.1,123.0,5
3606,141.1,129.0,6
3607,167.9,154.0,7
3608,212.5,202.0,8
3609,241.9,229.0,9
3610,244.9,235.0,10
3611,246.0,231.0,11
3612,238.5,228.0,12
3613,221.5,207.0,13
3614,218.7,208.0,14
3615,222.5,211.0,15
3616,225.5,214.0,16
3617,214.5,202.0,17
3618,192.5,195.0,18
3619,216.5,200.0,19
3620,207.5,188.0,20
3621,210.5,193.0,21
3622,192.5,180.0,22
3623,185.2,182.0,23
3624,171.2,150.0,0
3625,150.7,144.0,1
3626,134.7,125.0,2
3627,128.7,117.0,3
3628,132.6,122.0,4
3629,135.5,123.0,5
3630,129.5,118.0,6
3631,170.5,154.0,7
3632,220.5,202.0,8
3633,240.5,223.0,9
3634,241.5,221.0,10
3635,239.5,224.0,11
3636,234.5,202.0,12
3637,213.5,199.0,13
3638,213.5,198.0,14
3639,215.5,199.0,15
3640,219.5,207.0,16
3641,208.5,194.0,17
3642,172.5,186.0,18
3643,197.5,178.0,19
3644,190.5,173.0,20
3645,190.5,171.0,21
3646,196.5,182.0,22
3647,189.7,172.0,23
3648,159.7,149.0,0
3649,143.8,137.0,1
3650,139.7,128.0,2
3651,126.7,118.0,3
3652,116.7,119.0,4
3653,131.7,121.0,5
3654,121.7,117.0,6
3655,165.7,145.0,7
3656,210.7,190.0,8
3657,241.7,221.0,9
3658,239.7,219.0,10
3659,234.7,211.0,11
3660,225.7,211.0,12
3661,200.7,195.0,13
3662,208.7,195.0,14
3663,213.7,197.0,15
3664,214.7,198.0,16
3665,202.7,185.0,17
3666,192.7,171.0,18
3667,183.7,169.0,19
3668,174.7,162.0,20
3669,174.7,161.0,21
3670,196.7,171.0,22
3671,175.7,167.0,23
3672,164.2,143.0,0
3673,142.2,128.0,1
3674,135.2,119.0,2
3675,130.2,116.0,3
3676,126.2,116.0,4
3677,124.1,113.0,5
3678,115.1,105.0,6
3679,131.0,118.0,7
3680,165.1,149.0,8
3681,185.1,170.0,9
3682,191.1,177.0,10
3683,188.1,170.0,11
3684,174.1,159.0,12
3685,164.1,150.0,13
3686,153.1,142.0,14
3687,148.1,139.0,15
3688,151.1,139.0,16
3689,150.5,139.0,17
3690,153.5,141.0,18
3691,153.5,144.0,19
3692,156.5,144.0,20
3693,168.1,148.0,21
3694,163.1,156.0,22
3695,153.1,141.0,23
3696,138.3,132.0,0
3697,128.3,115.0,1
3698,123.3,111.0,2
3699,115.3,104.0,3
3700,113.3,102.0,4
3701,110.3,103.0,5
3702,99.3,86.0,6
3703,98.3,88.0,7
3704,111.3,103.0,8
3705,129.3,118.0,9
3706,140.3,132.0,10
3707,144.3,136.0,11
3708,144.3,136.0,12
3709,135.3,127.0,13
3710,129.3,117.0,14
3711,128.3,115.0,15
3712,120.3,112.0,16
3713,120.3,112.0,17
3714,121.3,108.0,18
3715,131.3,123.0,19
3716,140.3,132.0,20
3717,148.3,138.0,21
3718,165.3,138.0,22
3719,158.3,146.0,23
3720,136.3,130.0,0
3721,127.3,116.0,1
3722,114.3,104.0,2
3723,114.3,103.0,3
3724,117.3,104.0,4
3725,119.3,107.0,5
3726,116.3,104.0,6
3727,154.3,142.0,7
3728,210.3,191.0,8
3729,229.3,215.0,9
3730,229.5,214.0,10
3731,224.3,213.0,11
3732,212.3,203.0,12
3733,207.3,197.0,13
3734,216.3,205.0,14
3735,209.3,198.0,15
3736,210.9,198.0,16
3737,199.3,187.0,17
3738,191.3,176.0,18
3739,191.3,177.0,19
3740,180.3,164.0,20
3741,179.3,163.0,21
3742,186.3,174.0,22
3743,175.3,165.0,23
3744,162.3,144.0,0
3745,137.4,127.0,1
3746,132.4,121.0,2
3747,127.4,118.0,3
3748,135.4,126.0,4
3749,128.4,119.0,5
